image_path,quality_type,grayscale_mean,laplacian_variance,glare_pixel_ratio,largest_highlight_component_ratio,is_blur,brightness,has_glare,quality_result
data\processed\bank_card\normal\bank_card_0025.png,normal,86.44393878718536,1134.3258999277284,0.018761441647597254,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0026.png,normal,86.33696796338673,1106.2036058773854,0.018209382151029747,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0027.png,normal,86.5141533180778,1144.308525785852,0.018887299771167047,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0028.png,normal,86.33392734553776,1102.0382168613667,0.018143592677345537,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0029.png,normal,86.38010297482838,1109.931111598209,0.01835812356979405,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0030.png,normal,86.3445823798627,1101.7511173190328,0.018189359267734555,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0031.png,normal,86.35477688787185,1121.1132797904286,0.01829233409610984,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0032.png,normal,86.53094107551487,1144.4426447789872,0.018927345537757437,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0033.png,normal,86.5179004576659,1142.250573840772,0.01879004576659039,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0034.png,normal,86.41103546910755,1122.1531482114813,0.01846395881006865,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0035.png,normal,86.40502288329519,1127.305939973495,0.018535469107551487,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0036.png,normal,86.57160755148742,1154.9468438636552,0.01907608695652174,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0037.png,normal,86.35094965675057,1119.481964000955,0.018289473684210526,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0038.png,normal,86.40577517162471,1119.758359881962,0.01844679633867277,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0039.png,normal,86.36361556064074,1104.4562202938612,0.018206521739130434,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0040.png,normal,86.5762271167048,1151.8281253281864,0.019144736842105263,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0041.png,normal,86.36103546910755,1124.140087570749,0.018403890160183067,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0042.png,normal,86.33973398169337,1105.383920522694,0.018209382151029747,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0043.png,normal,86.38551487414188,1111.8145269300169,0.01836670480549199,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0044.png,normal,86.52393592677346,1145.4125761291016,0.018950228832951947,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0045.png,normal,86.56381578947368,1160.014664229788,0.019101830663615562,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0046.png,normal,86.39098970251716,1111.131677959765,0.018378146453089245,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0047.png,normal,86.35754862700229,1113.8025132000396,0.01824370709382151,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0048.png,normal,86.56590675057208,1154.1861916897421,0.01909897025171625,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0049.png,normal,86.36387299771167,1105.9449216668588,0.018298054919908466,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0050.png,normal,86.4333495423341,1121.3682797904287,0.01860411899313501,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0051.png,normal,86.3916390160183,1125.9397099963783,0.018504004576659037,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0052.png,normal,86.50893020594965,1138.9177706371108,0.018830091533180777,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0053.png,normal,86.53224256292906,1144.4409170902,0.0188987414187643,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0054.png,normal,86.42135011441647,1126.041506335051,0.018647025171624716,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0055.png,normal,86.39602688787186,1116.4352420329917,0.018401029748283754,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0056.png,normal,86.39177917620137,1109.8474845959206,0.01842391304347826,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0057.png,normal,86.4066275743707,1128.9254136577056,0.018566933638443937,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0058.png,normal,86.41053775743707,1123.2734170902,0.018555491990846683,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0059.png,normal,86.41645308924485,1117.4331081657147,0.018515446224256292,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0060.png,normal,86.54030320366132,1139.9376562206346,0.019007437070938216,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0061.png,normal,86.35813501144165,1113.1314319643418,0.018246567505720825,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0062.png,normal,86.42627860411899,1127.6746413464928,0.018644164759725402,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0063.png,normal,86.52170766590389,1138.351311827042,0.018852974828375287,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0064.png,normal,86.3545594965675,1105.70801091171,0.018249427917620138,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0065.png,normal,86.43478546910755,1126.6662374563325,0.01864130434782609,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0066.png,normal,86.37590102974828,1104.478445694319,0.018338100686498857,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0067.png,normal,86.3608381006865,1108.1638747561037,0.018246567505720825,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0068.png,normal,86.5796109839817,1143.242215717202,0.01912757437070938,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0069.png,normal,86.33476258581236,1094.0041607972935,0.018089244851258582,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0070.png,normal,86.35558066361556,1104.1093038178888,0.01824370709382151,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0071.png,normal,86.44847826086956,1133.8141035890558,0.01857837528604119,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0072.png,normal,86.53860697940503,1154.7146756714358,0.018990274599542334,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0073.png,normal,86.39422482837529,1128.1425132000397,0.018483981693363846,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0074.png,normal,86.38090675057208,1122.7703678911153,0.01846395881006865,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0075.png,normal,86.50651029748283,1141.1057912320764,0.01883295194508009,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0076.png,normal,86.50858981693364,1141.0537717812754,0.018867276887871855,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0077.png,normal,86.29908752860412,1101.3860429483232,0.017986270022883295,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0078.png,normal,86.33139016018306,1106.2047900879118,0.01816075514874142,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0079.png,normal,86.42379576659039,1126.5699216668588,0.01866990846681922,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0080.png,normal,86.3487471395881,1103.495402216058,0.018249427917620138,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0081.png,normal,86.50797768878718,1141.000093291573,0.018858695652173914,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0082.png,normal,86.5441962242563,1142.2150990123966,0.01898741418764302,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0083.png,normal,86.3967162471396,1114.6892809345934,0.018346681922196795,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0084.png,normal,86.55743421052631,1145.457158508964,0.019064645308924485,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0085.png,normal,86.43889016018306,1128.4784628567902,0.018695652173913044,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0086.png,normal,86.35705091533181,1100.6968610261265,0.018229405034324943,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0087.png,normal,86.3545623569794,1105.0961802480947,0.018223684210526316,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0088.png,normal,86.4232923340961,1119.6429537034724,0.01849828375286041,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0089.png,normal,86.37944221967963,1110.3495269300167,0.018401029748283754,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0090.png,normal,86.37671624713958,1110.2223816210922,0.018395308924485126,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0091.png,normal,86.31475400457666,1100.2036115982091,0.018026315789473685,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0092.png,normal,86.33863558352402,1102.7646699506117,0.018140732265446224,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0093.png,normal,86.36031178489702,1108.494801529559,0.018240846681922197,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0094.png,normal,86.4449885583524,1128.3483713236094,0.018738558352402745,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0095.png,normal,86.43453661327231,1123.8731424906575,0.01859553775743707,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0096.png,normal,86.36274599542334,1104.9763461519847,0.018280892448512585,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0097.png,normal,86.56270022883295,1153.5687660604515,0.01904462242562929,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0098.png,normal,86.57889588100687,1153.6970955799025,0.019121853546910754,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0099.png,normal,86.3496195652174,1099.5476562206347,0.018163615560640733,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\normal\bank_card_0100.png,normal,86.35865560640732,1113.7374445501541,0.018306636155606407,0.0008381006864988559,False,normal,False,pass
data\processed\bank_card\blur\bank_card_0001.png,blur,86.29387585812357,4.574462779168347,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0002.png,blur,86.31759439359267,4.537300307772465,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0003.png,blur,86.33098398169336,4.598078339809079,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0004.png,blur,86.38788329519451,4.541322046902899,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0005.png,blur,86.36567791762013,4.530097790609995,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0006.png,blur,86.44941075514875,4.55419962127361,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0007.png,blur,86.54134725400458,4.674891840953244,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0008.png,blur,86.32927917620137,4.535761406170635,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0009.png,blur,86.35810640732265,4.520103511433793,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0010.png,blur,86.37548913043479,4.543467355827386,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0011.png,blur,86.26096109839817,4.444743099534479,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0012.png,blur,86.30522597254004,4.577277424477272,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0013.png,blur,86.28946510297483,4.477357516010452,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0014.png,blur,86.31603832951946,4.536018843241574,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0015.png,blur,86.4937328375286,4.609422733401757,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0016.png,blur,86.30049771167047,4.494302596101985,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0017.png,blur,86.45443649885584,4.58949138328734,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0018.png,blur,86.32321796338672,4.491482229969262,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0019.png,blur,86.50356407322654,4.610978797474983,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0020.png,blur,86.39330949656751,4.574462779168347,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0021.png,blur,86.51302345537758,4.656527996559651,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0022.png,blur,86.5354033180778,4.64915957550702,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0023.png,blur,86.37522883295195,4.544113808916631,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0024.png,blur,86.35389302059497,4.563850651021894,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0025.png,blur,86.4321138443936,4.63536666932853,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0026.png,blur,86.32524027459954,4.610538294042489,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0027.png,blur,86.50237986270022,4.622340353539055,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0028.png,blur,86.32243421052631,4.537654998847981,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0029.png,blur,86.36854691075514,4.610721360404045,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0030.png,blur,86.33297768878718,4.531928454225555,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0031.png,blur,86.34315789473685,4.5790680423262415,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0032.png,blur,86.51909038901601,4.633244243699239,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0033.png,blur,86.50610983981693,4.621739667040201,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0034.png,blur,86.39937643020595,4.565967355827385,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0035.png,blur,86.39326372997712,4.637082916468119,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0036.png,blur,86.55940789473684,4.670778568642031,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0037.png,blur,86.33939073226544,4.529348362692375,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0038.png,blur,86.39390160183066,4.614268271159193,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0039.png,blur,86.35218249427918,4.592929598390315,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0040.png,blur,86.56404176201373,4.660378110976127,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0041.png,blur,86.34958524027459,4.567666440495579,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0042.png,blur,86.3283180778032,4.498862092669491,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0043.png,blur,86.37405892448513,4.552088637291917,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0044.png,blur,86.51237986270023,4.586510834088255,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0045.png,blur,86.55178489702517,4.667111520587111,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0046.png,blur,86.37949370709381,4.527849506857136,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0047.png,blur,86.34597254004576,4.567677882143175,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0048.png,blur,86.55382151029748,4.668084060632879,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0049.png,blur,86.3525200228833,4.501138980541344,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0050.png,blur,86.42143878718535,4.623673305484137,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0051.png,blur,86.37995137299771,4.591905570930361,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0052.png,blur,86.4970795194508,4.66115614301274,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0053.png,blur,86.52037471395882,4.63832433523242,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0054.png,blur,86.4095680778032,4.519840353539056,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0055.png,blur,86.38442505720823,4.5759158684131975,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0056.png,blur,86.38015160183066,4.514457058344548,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0057.png,blur,86.39491418764302,4.612849506857133,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0058.png,blur,86.39870709382151,4.56032662356194,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0059.png,blur,86.40486270022883,4.56927971280679,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0060.png,blur,86.5283323798627,4.653804884431505,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0061.png,blur,86.34639302059496,4.5831813146374545,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0062.png,blur,86.41432780320366,4.619926165896036,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0063.png,blur,86.50978546910756,4.628421589236996,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0064.png,blur,86.34306064073226,4.490904426765601,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0065.png,blur,86.4228747139588,4.626190467955532,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0066.png,blur,86.36406464530893,4.519788866124868,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0067.png,blur,86.34926487414188,4.582477653310224,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0068.png,blur,86.56744565217392,4.629233946216401,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0069.png,blur,86.32314645308925,4.509251108687798,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0070.png,blur,86.34409324942791,4.6027694153239525,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0071.png,blur,86.43692791762014,4.595195044614572,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0072.png,blur,86.52654176201374,4.662105799763312,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0073.png,blur,86.38256578947369,4.5972717036534725,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0074.png,blur,86.36932780320366,4.513650422188941,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0075.png,blur,86.49470537757438,4.633164152166058,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0076.png,blur,86.4966990846682,4.642883831799926,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0077.png,blur,86.28775743707094,4.4728781109761275,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0078.png,blur,86.31970823798628,4.580629827223268,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0079.png,blur,86.41204233409611,4.5275977906099945,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0080.png,blur,86.3371052631579,4.607986806628301,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0081.png,blur,86.49621853546911,4.616476509145464,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0082.png,blur,86.53228260869565,4.646333488550498,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0083.png,blur,86.38524885583524,4.545503969099697,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0084.png,blur,86.54566075514875,4.615338065209536,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0085.png,blur,86.42701945080091,4.631470788321664,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0086.png,blur,86.34550343249428,4.518404426765601,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0087.png,blur,86.34311498855836,4.488839209374296,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0088.png,blur,86.41147311212815,4.612592069786196,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0089.png,blur,86.36763157894737,4.604376966811367,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0090.png,blur,86.36501430205949,4.603913580083678,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0091.png,blur,86.30353546910756,4.561081772303358,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0092.png,blur,86.32728546910755,4.517843786033335,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0093.png,blur,86.34869851258581,4.575235090381163,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0094.png,blur,86.43320652173914,4.591568042326241,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0095.png,blur,86.42273169336384,4.616876966811368,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0096.png,blur,86.35101830663615,4.584828911891459,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0097.png,blur,86.55063501144164,4.65845019335599,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0098.png,blur,86.56685640732266,4.683003969099697,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0099.png,blur,86.33821224256293,4.5139135800836785,0.0,0.0,True,normal,False,review
data\processed\bank_card\blur\bank_card_0100.png,blur,86.34689645308924,4.609319758573381,0.0,0.0,True,normal,False,review
data\processed\bank_card\glare\bank_card_0001.png,glare,91.39267448512585,1105.8065864265843,0.03386155606407323,0.01571796338672769,False,normal,True,review
data\processed\bank_card\glare\bank_card_0002.png,glare,90.80558638443937,1038.413525785852,0.031441647597254006,0.01798340961098398,False,normal,True,review
data\processed\bank_card\glare\bank_card_0003.png,glare,90.5807894736842,1121.8638347103372,0.030795194508009154,0.01268020594965675,False,normal,True,review
data\processed\bank_card\glare\bank_card_0004.png,glare,92.81260297482838,1141.0608427194904,0.03740274599542334,0.01892162471395881,False,normal,True,review
data\processed\bank_card\glare\bank_card_0005.png,glare,89.95449942791763,1039.505711140543,0.028975972540045768,0.014662471395881007,False,normal,True,review
data\processed\bank_card\glare\bank_card_0006.png,glare,90.85307780320366,1150.5990807057606,0.03208810068649886,0.013232265446224255,False,normal,True,review
data\processed\bank_card\glare\bank_card_0007.png,glare,90.70955663615561,1160.6216951222366,0.032208237986270025,0.013647025171624715,False,normal,True,review
data\processed\bank_card\glare\bank_card_0008.png,glare,89.74064931350114,1059.794086426584,0.029210526315789475,0.015140160183066362,False,normal,True,review
data\processed\bank_card\glare\bank_card_0009.png,glare,90.46167906178489,1124.505682536424,0.03004862700228833,0.01176487414187643,False,normal,True,review
data\processed\bank_card\glare\bank_card_0010.png,glare,89.65143878718536,1066.0420440924881,0.028246567505720823,0.013764302059496568,False,normal,True,review
data\processed\bank_card\glare\bank_card_0011.png,glare,90.4712728832952,1122.6143095387124,0.030143020594965673,0.012248283752860412,False,normal,True,review
